"ID","Gene.title","Gene.symbol","Gene.ID","UniGene.title","UniGene.symbol","UniGene.ID","Nucleotide.Title","GI","GenBank.Accession","Platform_CLONEID","Platform_ORF","Platform_SPOTID","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"214359_s_at","heat shock protein 90kDa alpha (cytosolic), class B member 1","HSP90AB1","3326","","","","","","","","","","6p12","Chromosome 6, NC_000006.11 (44214849..44221614)","ATP binding///CTP binding///GTP binding///TPR domain binding///UTP binding///dATP binding///ion channel binding///nitric-oxide synthase regulator activity///protein binding///protein kinase binding///sulfonylurea receptor binding///unfolded protein binding","Fc-gamma receptor signaling pathway involved in phagocytosis///axon guidance///cellular response to interleukin-4///cellular response to organic cyclic compound///innate immune response///negative regulation of neuron apoptotic process///negative regulation of proteasomal ubiquitin-dependent protein catabolic process///nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway///placenta development///positive regulation of cell size///positive regulation of nitric oxide biosynthetic process///positive regulation of protein binding///positive regulation of protein import into nucleus, translocation///positive regulation of protein serine/threonine kinase activity///protein folding///regulation of interferon-gamma-mediated signaling pathway///regulation of type I interferon-mediated signaling pathway///response to salt stress///response to unfolded protein","apical plasma membrane///basolateral plasma membrane///brush border membrane///cell surface///cytoplasm///cytosol///inclusion body///melanosome///mitochondrion///colocalizes_with signalosome","GO:0005524///GO:0002135///GO:0005525///GO:0030911///GO:0002134///GO:0032564///GO:0044325///GO:0030235///GO:0005515///GO:0019901///GO:0017098///GO:0051082","GO:0038096///GO:0007411///GO:0071353///GO:0071407///GO:0045087///GO:0043524///GO:0032435///GO:0035872///GO:0001890///GO:0045793///GO:0045429///GO:0032092///GO:0033160///GO:0071902///GO:0006457///GO:0060334///GO:0060338///GO:0009651///GO:0006986","GO:0016324///GO:0016323///GO:0031526///GO:0009986///GO:0005737///GO:0005829///GO:0016234///GO:0042470///GO:0005739///colocalizes_with GO:0008180",-2.16302309523809,7.01103307692308,-5.29478801500157,0.000118520790754749,0.0130966099105925,1.42926617836288
"209397_at","malic enzyme 2, NAD(+)-dependent, mitochondrial","ME2","4200","","","","Homo sapiens malic enzyme 2, NAD(+)-dependent, mitochondrial, mRNA (cDNA clone MGC:5187 IMAGE:2900677), complete cds","12652790","BC000147","","","","18q21","Chromosome 18, NC_000018.9 (48405432..48476165)","NAD binding///electron carrier activity///malate dehydrogenase (decarboxylating) activity///malate dehydrogenase (oxaloacetate-decarboxylating) activity///metal ion binding","malate metabolic process","intracellular membrane-bounded organelle///mitochondrial matrix///mitochondrion","GO:0051287///GO:0009055///GO:0004471///GO:0016619///GO:0046872","GO:0006108","GO:0043231///GO:0005759///GO:0005739",-1.86435452380952,6.96060153846154,-5.29383847430387,0.000118723475382116,0.0130966099105925,1.42766000694527
"204892_x_at","eukaryotic translation elongation factor 1 alpha 1","EEF1A1","1915","","","","Homo sapiens eukaryotic translation elongation factor 1 alpha 1 (EEF1A1), mRNA","83367078","NM_001402","","","","6q14.1","Chromosome 6, NC_000006.11 (74225473..74230755, complement)","GTP binding///GTPase activity///protein binding///protein kinase binding///translation elongation factor activity","cellular protein metabolic process///gene expression///regulation of transcription, DNA-dependent///transcription, DNA-dependent///translation///translational elongation","cytoplasm///cytoplasm///cytosol///eukaryotic translation elongation factor 1 complex///nucleus///plasma membrane","GO:0005525///GO:0003924///GO:0005515///GO:0019901///GO:0003746","GO:0044267///GO:0010467///GO:0006355///GO:0006351///GO:0006412///GO:0006414","GO:0005737///GO:0005737///GO:0005829///GO:0005853///GO:0005634///GO:0005886",-1.07378571428571,13.0910923076923,-5.28955148768594,0.000119643059967317,0.0131330359864617,1.42040677745208
"214320_x_at","cytochrome P450, family 2, subfamily A, polypeptide 6","CYP2A6","1548","","","","","","","","","","19q13.2","Chromosome 19, NC_000019.9 (41349443..41356352, complement)","coumarin 7-hydroxylase activity///electron carrier activity///enzyme binding///heme binding///iron ion binding///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","coumarin catabolic process///coumarin metabolic process///drug metabolic process///drug metabolic process///exogenous drug catabolic process///small molecule metabolic process///steroid metabolic process///xenobiotic metabolic process","cytoplasmic microtubule///endoplasmic reticulum membrane","GO:0008389///GO:0009055///GO:0019899///GO:0020037///GO:0005506///GO:0016712","GO:0046226///GO:0009804///GO:0017144///GO:0017144///GO:0042738///GO:0044281///GO:0008202///GO:0006805","GO:0005881///GO:0005789",0.581243095238099,5.60676461538462,5.282574718065,0.000121155510931476,0.0131582681751464,1.40859675703918
"208939_at","selenophosphate synthetase 1","SEPHS1","22929","","","","AV682679 GKB Homo sapiens cDNA clone GKBACG02 5-, mRNA sequence","10284542","AV682679","","","","10p14","Chromosome 10, NC_000010.10 (13359438..13390298, complement)","ATP binding///GTP binding///protein binding///protein heterodimerization activity///protein homodimerization activity///selenide, water dikinase activity","cellular protein modification process","cytoplasm///cytoplasm///nuclear membrane///nuclear membrane///plasma membrane///plasma membrane","GO:0005524///GO:0005525///GO:0005515///GO:0046982///GO:0042803///GO:0004756","GO:0006464","GO:0005737///GO:0005737///GO:0031965///GO:0031965///GO:0005886///GO:0005886",-1.09029976190476,7.03833615384615,-5.2815147764737,0.000121387025544394,0.0131582681751464,1.40680188772572
"209235_at","chloride channel, voltage-sensitive 7","CLCN7","1186","","","","","","","","","","16p13","Chromosome 16, NC_000016.9 (1494934..1525085, complement)","ATP binding///antiporter activity///chloride channel activity///voltage-gated chloride channel activity","ion transmembrane transport///response to pH///transmembrane transport///transport","cytoplasmic vesicle///integral to membrane///lysosomal membrane","GO:0005524///GO:0015297///GO:0005254///GO:0005247","GO:0034220///GO:0009268///GO:0055085///GO:0006810","GO:0031410///GO:0016021///GO:0005765",0.699269285714291,6.87680538461538,5.27843624514192,0.000122062060380237,0.0131582681751464,1.40158785166938
"209838_at","COP9 signalosome subunit 2","COPS2","9318","","","","zx70h10.s1 Soares_total_fetus_Nb2HF8_9w Homo sapiens cDNA clone IMAGE:796867 3-, mRNA sequence","2229568","AA496247","","","","15q21.2","Chromosome 15, NC_000015.9 (49417471..49447854, complement)","protein binding///signal transducer activity///transcription corepressor activity","cell proliferation///cullin deneddylation///negative regulation of transcription from RNA polymerase II promoter///neuron differentiation///signal transduction///skeletal muscle cell differentiation///transcription from RNA polymerase II promoter","cytoplasm///signalosome","GO:0005515///GO:0004871///GO:0003714","GO:0008283///GO:0010388///GO:0000122///GO:0030182///GO:0007165///GO:0035914///GO:0006366","GO:0005737///GO:0008180",-1.24879976190476,5.30571230769231,-5.27504994319002,0.000122809097128353,0.0131582681751464,1.3958509114999
"201780_s_at","ring finger protein 13","RNF13","11342","","","","Homo sapiens ring finger protein 13 (RNF13), transcript variant 1, mRNA","145309295","NM_007282","","","","3q25.1","Chromosome 3, NC_000003.11 (149530475..149679926)","ubiquitin-protein ligase activity///zinc ion binding","protein autoubiquitination","Golgi membrane///endoplasmic reticulum membrane///integral to membrane///late endosome membrane///lysosomal membrane///nuclear inner membrane","GO:0004842///GO:0008270","GO:0051865","GO:0000139///GO:0005789///GO:0016021///GO:0031902///GO:0005765///GO:0005637",-1.81989023809524,6.41425923076923,-5.26696899267601,0.000124611097906847,0.0131582681751464,1.38215354459483
"212754_s_at","MON2 homolog (S. cerevisiae)","MON2","23041","","","","wg59b04.x1 Soares_NSF_F8_9W_OT_PA_P_S1 Homo sapiens cDNA clone IMAGE:2369359 3-, mRNA sequence","5175916","AI760249","","","","12q14.1","Chromosome 12, NC_000012.11 (62860597..62991363)","ARF guanyl-nucleotide exchange factor activity","Golgi to endosome transport///actin cytoskeleton organization///protein transport///vesicle-mediated transport","trans-Golgi network","GO:0005086","GO:0006895///GO:0030036///GO:0015031///GO:0016192","GO:0005802",-0.841342380952381,5.94581384615385,-5.26485505178559,0.000125087021265779,0.0131582681751464,1.37856876203301
"200929_at","transmembrane emp24-like trafficking protein 10 (yeast)","TMED10","10972","","","","Homo sapiens transmembrane emp24-like trafficking protein 10 (yeast) (TMED10), mRNA","98986463","NM_006827","","","","14q24.3","Chromosome 14, NC_000014.8 (75598171..75643349, complement)","protein binding///protein complex binding///syntaxin binding","COPI coating of Golgi vesicle///COPI-coated vesicle budding///COPII vesicle coating///ER to Golgi vesicle-mediated transport///Golgi organization///beta-amyloid formation///cargo loading into vesicle///intracellular protein transport///kidney development///protein oligomerization///regulated secretory pathway///response to acid///response to alkaloid///retrograde vesicle-mediated transport, Golgi to ER///vesicle targeting, to, from or within Golgi","COPI-coated vesicle///Golgi apparatus///cis-Golgi network///endoplasmic reticulum///endoplasmic reticulum membrane///endoplasmic reticulum-Golgi intermediate compartment///endoplasmic reticulum-Golgi intermediate compartment membrane///gamma-secretase complex///integral to membrane///melanosome///plasma membrane///secretory granule membrane///trans-Golgi network transport vesicle///transport vesicle membrane///zymogen granule membrane","GO:0005515///GO:0032403///GO:0019905","GO:0048205///GO:0035964///GO:0048208///GO:0006888///GO:0007030///GO:0034205///GO:0035459///GO:0006886///GO:0001822///GO:0051259///GO:0045055///GO:0001101///GO:0043279///GO:0006890///GO:0048199","GO:0030137///GO:0005794///GO:0005801///GO:0005783///GO:0005789///GO:0005793///GO:0033116///GO:0070765///GO:0016021///GO:0042470///GO:0005886///GO:0030667///GO:0030140///GO:0030658///GO:0042589",-1.71581,8.67614769230769,-5.26472744602151,0.000125115810364256,0.0131582681751464,1.37835234911497
"201133_s_at","praja ring finger 2, E3 ubiquitin protein ligase","PJA2","9867","","","","zl43b05.s1 Soares_pregnant_uterus_NbHPU Homo sapiens cDNA clone IMAGE:504657 3-, mRNA sequence","1712344","AA142966","","","","5q21.3","Chromosome 5, NC_000005.9 (108670410..108745675, complement)","protein kinase A catalytic subunit binding///protein kinase A regulatory subunit binding///ubiquitin-protein ligase activity///zinc ion binding","long-term memory///protein ubiquitination///regulation of protein kinase A signaling cascade","Golgi membrane///cell junction///cytoplasm///endoplasmic reticulum membrane///plasma membrane///postsynaptic density///postsynaptic membrane","GO:0034236///GO:0034237///GO:0004842///GO:0008270","GO:0007616///GO:0016567///GO:0010738","GO:0000139///GO:0030054///GO:0005737///GO:0005789///GO:0005886///GO:0014069///GO:0045211",-1.90121809523809,6.28919615384615,-5.26394975854068,0.000125291413403674,0.0131582681751464,1.37703337788714
"202069_s_at","isocitrate dehydrogenase 3 (NAD+) alpha","IDH3A","3419","","","","wk28a12.x1 NCI_CGAP_Brn25 Homo sapiens cDNA clone IMAGE:2413630 3-, mRNA sequence","5446731","AI826060","","","","15q25.1-q25.2","Chromosome 15, NC_000015.9 (78441719..78462884)","NAD binding///isocitrate dehydrogenase (NAD+) activity///magnesium ion binding","carbohydrate metabolic process///cellular metabolic process///small molecule metabolic process///tricarboxylic acid cycle","mitochondrial matrix///mitochondrion","GO:0051287///GO:0004449///GO:0000287","GO:0005975///GO:0044237///GO:0044281///GO:0006099","GO:0005759///GO:0005739",-1.28153619047619,4.83509461538462,-5.25732900493658,0.000126796821036689,0.0131582681751464,1.36580080772337
"216274_s_at","SEC11 homolog A (S. cerevisiae)","SEC11A","23478","","","","","","","","","","15q25.3","Chromosome 15, NC_000015.9 (85212775..85259674, complement)","serine-type peptidase activity","SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///gene expression///proteolysis///regulation of insulin secretion///signal peptide processing///translation","endoplasmic reticulum membrane///integral to membrane","GO:0008236","GO:0006614///GO:0044267///GO:0010467///GO:0006508///GO:0050796///GO:0006465///GO:0006412","GO:0005789///GO:0016021",-2.04923690476191,7.75799692307692,-5.25412383680157,0.000127532355746862,0.0131582681751464,1.36036066537149
"210399_x_at","fucosyltransferase 6 (alpha (1,3) fucosyltransferase)","FUT6","2528","","","","Human alpha (1,3) fucosyltransferase (FUT6) mRNA, minor transcript II, complete cds","967208","U27336","","","","19p13.3","Chromosome 19, NC_000019.9 (5830637..5839742, complement)","3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity///alpha-(1->3)-fucosyltransferase activity///fucosyltransferase activity","L-fucose catabolic process///fucosylation///protein glycosylation///protein glycosylation","Golgi apparatus///Golgi cisterna membrane///integral to membrane","GO:0017060///GO:0046920///GO:0008417","GO:0042355///GO:0036065///GO:0006486///GO:0006486","GO:0005794///GO:0032580///GO:0016021",0.695814523809528,6.95036230769231,5.25360787131789,0.000127651176001566,0.0131582681751464,1.35948477222918
"204558_at","RAD54-like (S. cerevisiae)","RAD54L","8438","","","","Homo sapiens RAD54-like (S. cerevisiae) (RAD54L), transcript variant 1, mRNA","216548185","NM_003579","","","","1p32","Chromosome 1, NC_000001.10 (46713367..46744145)","ATP binding///DNA binding///annealing helicase activity///helicase activity///protein binding","DNA recombination///DNA repair///DNA strand renaturation///chromosome organization///double-strand break repair via homologous recombination///meiosis///response to drug///response to ionizing radiation","nucleus","GO:0005524///GO:0003677///GO:0036310///GO:0004386///GO:0005515","GO:0006310///GO:0006281///GO:0000733///GO:0051276///GO:0000724///GO:0007126///GO:0042493///GO:0010212","GO:0005634",0.681922619047621,4.84532923076923,5.24978585040312,0.000128534935017498,0.0131582681751464,1.35299534622026
"213467_at","Rho family GTPase 2","RND2","8153","","","","UI-H-BI4-aom-f-07-0-UI.s1 NCI_CGAP_Sub8 Homo sapiens cDNA clone IMAGE:3085572 3-, mRNA sequence","11595016","BF511718","","","","17q21","Chromosome 17, NC_000017.10 (41177258..41184058)","GTP binding///GTPase activity///protein N-terminus binding///protein binding","GTP catabolic process///signal transduction///small GTPase mediated signal transduction","acrosomal membrane///early endosome","GO:0005525///GO:0003924///GO:0047485///GO:0005515","GO:0006184///GO:0007165///GO:0007264","GO:0002080///GO:0005769",0.604765952380952,4.45519846153846,5.24977003813409,0.000128538604460749,0.0131582681751464,1.35296849397556
"218172_s_at","derlin 1","DERL1","79139","","","","Homo sapiens derlin 1 (DERL1), transcript variant 1, mRNA","402232739","NM_024295","","","","8q24.13","Chromosome 8, NC_000008.10 (124025404..124054663, complement)","MHC class I protein binding///protein binding///receptor activity","ER-associated protein catabolic process///endoplasmic reticulum unfolded protein response///establishment of protein localization///intracellular transport of viral proteins in host cell///response to unfolded protein///retrograde protein transport, ER to cytosol///retrograde protein transport, ER to cytosol","early endosome///endoplasmic reticulum///endoplasmic reticulum///integral to endoplasmic reticulum membrane///integral to membrane///late endosome","GO:0042288///GO:0005515///GO:0004872","GO:0030433///GO:0030968///GO:0045184///GO:0019060///GO:0006986///GO:0030970///GO:0030970","GO:0005769///GO:0005783///GO:0005783///GO:0030176///GO:0016021///GO:0005770",-1.96776952380952,4.85462153846154,-5.24970913089118,0.000128552739799854,0.0131582681751464,1.35286506152733
"211073_x_at","ribosomal protein L3","RPL3","6122","","","","Homo sapiens ribosomal protein L3, transcript variant 1, mRNA (cDNA clone IMAGE:2905497), complete cds","13623708","BC006483","","","","22q13","Chromosome 22, NC_000022.10 (39708887..39715670, complement)","RNA binding///structural constituent of ribosome","RNA metabolic process///SRP-dependent cotranslational protein targeting to membrane///cellular protein metabolic process///cellular response to interleukin-4///gene expression///mRNA metabolic process///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///translation///translation///translational elongation///translational initiation///translational termination///viral infectious cycle///viral process///viral transcription","cytoplasm///cytosol///cytosolic large ribosomal subunit///nucleolus","GO:0003723///GO:0003735","GO:0016070///GO:0006614///GO:0044267///GO:0071353///GO:0010467///GO:0016071///GO:0000184///GO:0006412///GO:0006412///GO:0006414///GO:0006413///GO:0006415///GO:0019058///GO:0016032///GO:0019083","GO:0005737///GO:0005829///GO:0022625///GO:0005730",-0.704378571428569,12.9274307692308,-5.24894363997081,0.000128730532791003,0.0131582681751464,1.35156506061196
"218705_s_at","sorting nexin 24","SNX24","28966","","","","Homo sapiens sorting nexin 24 (SNX24), mRNA","196259810","NM_014035","","","","5q23.2","Chromosome 5, NC_000005.9 (122181160..122344902)","phosphatidylinositol binding","cell communication///protein transport","cytoplasmic vesicle membrane","GO:0035091","GO:0007154///GO:0015031","GO:0030659",-0.715871904761904,5.57427615384615,-5.2426964512321,0.000130191108510401,0.0132164355747823,1.34095246014048
"217770_at","phosphatidylinositol glycan anchor biosynthesis, class T","PIGT","51604","","","","Homo sapiens phosphatidylinositol glycan anchor biosynthesis, class T (PIGT), transcript variant 1, mRNA","386642890","NM_015937","","","","20q12-q13.12","Chromosome 20, NC_000020.10 (44044707..44054885)","contributes_to GPI-anchor transamidase activity///protein binding","C-terminal protein lipidation///attachment of GPI anchor to protein///cellular protein metabolic process///neuron apoptotic process///neuron differentiation///post-translational protein modification","GPI-anchor transamidase complex///cytoplasmic membrane-bounded vesicle///endoplasmic reticulum membrane///integral to endoplasmic reticulum membrane","contributes_to GO:0003923///GO:0005515","GO:0006501///GO:0016255///GO:0044267///GO:0051402///GO:0030182///GO:0043687","GO:0042765///GO:0016023///GO:0005789///GO:0030176",-1.1626219047619,7.25520384615385,-5.23627785957316,0.000131709733887331,0.0132164355747823,1.33004263282763
"219946_x_at","myosin, heavy chain 14, non-muscle","MYH14","79784","","","","Homo sapiens myosin, heavy chain 14, non-muscle (MYH14), transcript variant 2, mRNA","116284393","NM_024729","","","","19q13.33","Chromosome 19, NC_000019.9 (50706885..50813801)","ATP binding///actin filament binding///actin-dependent ATPase activity///calmodulin binding///microfilament motor activity","actin filament-based movement///axon guidance///regulation of cell shape","axon///cytoplasm///growth cone///myosin complex///stress fiber","GO:0005524///GO:0051015///GO:0030898///GO:0005516///GO:0000146","GO:0030048///GO:0007411///GO:0008360","GO:0030424///GO:0005737///GO:0030426///GO:0016459///GO:0001725",0.851884523809528,7.33561461538461,5.22676894296116,0.000133993497661705,0.0132164355747823,1.31386885260855
"221482_s_at","cAMP-regulated phosphoprotein, 19kDa","ARPP19","10776","","","","Homo sapiens cyclic AMP phosphoprotein, 19 kD, mRNA (cDNA clone MGC:5468 IMAGE:3451558), complete cds","13097335","BC003418","","","","15q21.2","Chromosome 15, NC_000015.9 (52839432..52861213, complement)","phosphatase inhibitor activity///potassium channel regulator activity///protein phosphatase 2A binding///protein phosphatase inhibitor activity///protein phosphatase type 2A regulator activity///receptor binding","G2/M transition of mitotic cell cycle///cell division///mitosis///mitotic cell cycle///positive regulation of gluconeogenesis///positive regulation of glucose import","cytoplasm///nucleoplasm","GO:0019212///GO:0015459///GO:0051721///GO:0004864///GO:0008601///GO:0005102","GO:0000086///GO:0051301///GO:0007067///GO:0000278///GO:0045722///GO:0046326","GO:0005737///GO:0005654",-1.68992833333333,5.83579307692308,-5.22440458781813,0.000134567718940757,0.0132164355747823,1.3098452210142
"201458_s_at","BUB3 mitotic checkpoint protein","BUB3","9184","","","","Homo sapiens BUB3 mitotic checkpoint protein (BUB3), transcript variant 1, mRNA","211971045","NM_004725","","","","10q26","Chromosome 10, NC_000010.10 (124913760..124924886)","protein binding","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process///attachment of spindle microtubules to kinetochore///cell division///meiosis///mitotic cell cycle///mitotic sister chromatid segregation///mitotic spindle assembly checkpoint///negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///regulation of chromosome segregation///regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle///spindle assembly checkpoint","condensed chromosome kinetochore///cytosol///kinetochore///NOT nucleolus///nucleus","GO:0005515","GO:0031145///GO:0008608///GO:0051301///GO:0007126///GO:0000278///GO:0000070///GO:0007094///GO:0051436///GO:0051983///GO:0051439///GO:0071173","GO:0000777///GO:0005829///GO:0000776///NOT GO:0005730///GO:0005634",-1.29868642857143,6.81529769230769,-5.21792305397677,0.000136155032960737,0.0132164355747823,1.29881077217705
"210417_s_at","phosphatidylinositol 4-kinase, catalytic, beta","PI4KB","5298","","","","Human PtdIns 4-kinase (PI4Kb) mRNA, complete cds","1894946","U81802","","","","1q21","Chromosome 1, NC_000001.10 (151264273..151300191, complement)","1-phosphatidylinositol 4-kinase activity///ATP binding","phosphatidylinositol biosynthetic process///phosphatidylinositol-mediated signaling///phospholipid metabolic process///receptor-mediated endocytosis///signal transduction///small molecule metabolic process","Golgi membrane///cytoplasm///cytosol///endosome///mitochondrial outer membrane///perinuclear region of cytoplasm///rough endoplasmic reticulum membrane","GO:0004430///GO:0005524","GO:0006661///GO:0048015///GO:0006644///GO:0006898///GO:0007165///GO:0044281","GO:0000139///GO:0005737///GO:0005829///GO:0005768///GO:0005741///GO:0048471///GO:0030867",-0.798104523809521,5.58651692307692,-5.21441044361382,0.000137023392826381,0.0132164355747823,1.29282814861852
"221376_at","fibroblast growth factor 17","FGF17","8822","","","","Homo sapiens fibroblast growth factor 17 (FGF17), mRNA","61743927","NM_003867","","","","8p21","Chromosome 8, NC_000008.10 (21900428..21906320)","growth factor activity///type 1 fibroblast growth factor receptor binding///type 2 fibroblast growth factor receptor binding","Fc-epsilon receptor signaling pathway///cell-cell signaling///epidermal growth factor receptor signaling pathway///fibroblast growth factor receptor signaling pathway///innate immune response///insulin receptor signaling pathway///nervous system development///neurotrophin TRK receptor signaling pathway///phosphatidylinositol-mediated signaling///positive regulation of cell proliferation///signal transduction","extracellular region///extracellular region///extracellular space","GO:0008083///GO:0005105///GO:0005111","GO:0038095///GO:0007267///GO:0007173///GO:0008543///GO:0045087///GO:0008286///GO:0007399///GO:0048011///GO:0048015///GO:0008284///GO:0007165","GO:0005576///GO:0005576///GO:0005615",0.746470476190478,4.64401769230769,5.21426164911857,0.000137060303613366,0.0132164355747823,1.29257468380354
"212731_at","ankyrin repeat domain 46","ANKRD46","157567","","","","Human clone 23589 mRNA sequence","1710280","U79297","","","","8q22.2","Chromosome 8, NC_000008.10 (101521980..101572014, complement)","","","integral to membrane","","","GO:0016021",-1.59864452380952,5.28800692307692,-5.21406736177418,0.000137108515184088,0.0132164355747823,1.29224371900648
"205692_s_at","CD38 molecule","CD38","952","","","","Homo sapiens CD38 molecule (CD38), mRNA","38454325","NM_001775","","","","4p15","Chromosome 4, NC_000004.11 (15779931..15850706)","NAD+ nucleosidase activity///phosphorus-oxygen lyase activity","B cell receptor signaling pathway///apoptotic signaling pathway///elevation of cytosolic calcium ion concentration///female pregnancy///long term synaptic depression///negative regulation of apoptotic process///negative regulation of bone resorption///negative regulation of transcription, DNA-dependent///positive regulation of B cell proliferation///positive regulation of cell growth///positive regulation of insulin secretion///positive regulation of transcription, DNA-dependent///positive regulation of vasoconstriction///response to drug///response to estradiol stimulus///response to hydroperoxide///response to hypoxia///response to interleukin-1///response to progesterone stimulus///response to retinoic acid///signal transduction","cell surface///integral to membrane///membrane///nucleus///plasma membrane","GO:0003953///GO:0016849","GO:0050853///GO:0097190///GO:0007204///GO:0007565///GO:0060292///GO:0043066///GO:0045779///GO:0045892///GO:0030890///GO:0030307///GO:0032024///GO:0045893///GO:0045907///GO:0042493///GO:0032355///GO:0033194///GO:0001666///GO:0070555///GO:0032570///GO:0032526///GO:0007165","GO:0009986///GO:0016021///GO:0016020///GO:0005634///GO:0005886",0.656312380952383,5.33135769230769,5.21138257450316,0.00013777654336263,0.0132164355747823,1.28766966291034
"210051_at","Rap guanine nucleotide exchange factor (GEF) 3","RAPGEF3","10411","","","","Homo sapiens cAMP-regulated guanine nucleotide exchange factor I (cAMP-GEFI) mRNA, complete cds","4079648","U78168","","","","12q13.1","Chromosome 12, NC_000012.11 (48128453..48152889, complement)","cAMP binding///cAMP-dependent protein kinase regulator activity///guanyl-nucleotide exchange factor activity///protein binding","angiogenesis///blood coagulation///cAMP-mediated signaling///cell proliferation///energy reserve metabolic process///platelet activation///positive regulation of angiogenesis///positive regulation of cAMP catabolic process///regulation of insulin secretion///regulation of small GTPase mediated signal transduction///signal transduction///small GTPase mediated signal transduction///small molecule metabolic process","cAMP-dependent protein kinase complex///endomembrane system///membrane///plasma membrane","GO:0030552///GO:0008603///GO:0005085///GO:0005515","GO:0001525///GO:0007596///GO:0019933///GO:0008283///GO:0006112///GO:0030168///GO:0045766///GO:0030822///GO:0050796///GO:0051056///GO:0007165///GO:0007264///GO:0044281","GO:0005952///GO:0012505///GO:0016020///GO:0005886",0.654121190476192,5.85528923076923,5.20844433223171,0.000138511519012102,0.0132164355747823,1.28266257483636
"207135_at","5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled","HTR2A","3356","","","","Homo sapiens 5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled (HTR2A), transcript variant 1, mRNA","377520130","NM_000621","","","","13q14-q21","Chromosome 13, NC_000013.10 (47405677..47471211, complement)","1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding///G-protein alpha-subunit binding///drug binding///phosphatidylinositol phospholipase C activity///protein complex binding///serotonin binding///serotonin receptor activity","ERK1 and ERK2 cascade///aging///cell death///memory///negative regulation of potassium ion transport///negative regulation of synaptic transmission, glutamatergic///phosphatidylinositol 3-kinase cascade///phosphatidylinositol biosynthetic process///phospholipase C-activating serotonin receptor signaling pathway///positive regulation of MAP kinase activity///positive regulation of cell proliferation///positive regulation of vasoconstriction///regulation of behavior///regulation of dopamine secretion///regulation of hormone secretion///release of sequestered calcium ion into cytosol///release of sequestered calcium ion into cytosol///response to drug///response to stress///sensory perception of pain///serotonin receptor signaling pathway///sleep///smooth muscle contraction///synaptic transmission///temperature homeostasis","cytosol///dendritic shaft///integral to plasma membrane///plasma membrane///plasma membrane","GO:0071886///GO:0001965///GO:0008144///GO:0004435///GO:0032403///GO:0051378///GO:0004993","GO:0070371///GO:0007568///GO:0008219///GO:0007613///GO:0043267///GO:0051967///GO:0014065///GO:0006661///GO:0007208///GO:0043406///GO:0008284///GO:0045907///GO:0050795///GO:0014059///GO:0046883///GO:0051209///GO:0051209///GO:0042493///GO:0006950///GO:0019233///GO:0007210///GO:0030431///GO:0006939///GO:0007268///GO:0001659","GO:0005829///GO:0043198///GO:0005887///GO:0005886///GO:0005886",0.657652142857144,4.00437461538462,5.20460217622706,0.000139478760936308,0.0132164355747823,1.27611319239555
"203816_at","deoxyguanosine kinase","DGUOK","1716","","","","","","","","","","2p13","Chromosome 2, NC_000002.11 (74153953..74186088)","ATP binding///deoxyguanosine kinase activity///nucleoside kinase activity///phosphotransferase activity, alcohol group as acceptor","dGTP metabolic process///guanosine metabolic process///negative regulation of neuron projection development///nucleobase-containing small molecule metabolic process///nucleotide biosynthetic process///protein phosphorylation///purine deoxyribonucleoside metabolic process///purine nucleobase metabolic process///purine-containing compound salvage///small molecule metabolic process","cytosol///mitochondrial matrix///mitochondrion","GO:0005524///GO:0004138///GO:0019206///GO:0016773","GO:0046070///GO:0008617///GO:0010977///GO:0055086///GO:0009165///GO:0006468///GO:0046122///GO:0006144///GO:0043101///GO:0044281","GO:0005829///GO:0005759///GO:0005739",-0.839814523809522,5.44838615384615,-5.20293017493228,0.000139901870278909,0.0132164355747823,1.27326239893527
"203071_at","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","SEMA3B","7869","","","","Homo sapiens sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B (SEMA3B), transcript variant 1, mRNA","54607087","NM_004636","","","","3p21.3","Chromosome 3, NC_000003.11 (50305040..50314573)","receptor activity","axon guidance///cell-cell signaling","endoplasmic reticulum///extracellular region///membrane","GO:0004872","GO:0007411///GO:0007267","GO:0005783///GO:0005576///GO:0016020",0.962891428571431,6.39939,5.19835644190755,0.000141066115787233,0.0132164355747823,1.26546198943442
